title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип аренды,Тип здания,Парковка,lat,lon,Отдельный вход,Высота потолков,Мощность электросети,Отопление,Минимальный срок аренды,Удалённость от дороги,Аренда части,Планировка,Класс здания,Количество парковочных мест,Арендные каникулы,Платежи включены
"Торговая площадь, 10 м²",39300,"ул. Космонавтов, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_10_m_4786003308?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,20 ноября 2024,с улицы,10 м²,1,офисная,субаренда,другой,"на улице, бесплатная",55.80186,49.187092,есть,3 м,,автономное,11 мес.,первая линия,возможна,,,,есть,
"Торговая площадь, 130.2 м²",1300,"ул. Фрунзе, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_130.2_m_4351291566?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,19 ноября 2024,с улицы,130.2 м²,1,офисная,прямая,жилой дом,на улице,55.8246994,49.04489899,есть,4 м,26 кВт,,11 мес.,,,,,,есть,
"Свободного назначения, 90 м²",2000,"пр-т Вахитова, 19Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_90_m_4613726822?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,18 ноября 2024,с улицы,90 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.74660492,52.41986847,есть,3.9 м,120 кВт,,11 мес.,,,,,60,есть,
"Офис, от 50 до 400 м²",750,"пр-т Вахитова, 1АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/ofis_ot_50_do_400_m_4600066061?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,16 ноября 2024,,1 м²,1,чистовая,прямая,бизнес-центр,"на улице, бесплатная, подходит для грузового транспорта",55.740654,52.430764,,4 м,,,,,,открытая,B,20,есть,
"Торговая, от 50 до 400 м²",1300,"18-й комплекс, 5Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ot_50_do_400_m_4599583452?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,16 ноября 2024,с улицы,1 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.74713991707735,52.41282630555724,,3.5 м,150 кВт,,,,возможна,,,20,есть,
"Офис, 142 м²",1600,"ул. Ленина, 1БАльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/ofis_142_m_4245293219?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,16 ноября 2024,,142 м²,1,офисная,прямая,административное здание,"на улице, бесплатная",54.90368099999483,52.31651278042599,,3.2 м,,,,,возможна,"кабинетная, открытая",,20,,
"Торговая площадь, 50 м²",50000,"ул. Вересаева, 2АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_50_m_4571230968?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,15 ноября 2024,с улицы,50 м²,1,чистовая,прямая,другой,на улице,55.87111664,49.08923721,есть,2.8 м,100 кВт,,6 мес.,,возможна,,,,есть,
"Торговое помещение, 100 м2",100000,"ул. Мустая Карима, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_100_m2_4525769770?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,15 ноября 2024,с улицы,100 м²,1,офисная,прямая,жилой дом,в здании,55.859675,48.897277,есть,3.5 м,,,,,,,,,,
"Торговая площадь на трафике, 45 кв.м",49995,"Краснококшайская ул., 119Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_na_trafike_45_kv.m_4440707391?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,12 ноября 2024,с улицы,45 м²,1,чистовая,прямая,жилой дом,на улице,55.815929,49.06555,,4.5 м,35 кВт,,,,,,,,,
"Торговая площадь, 5.4 м²",12500,"ул. Сыртлановой, 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_5.4_m_4329101175?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,11 ноября 2024,с улицы,5.4 м²,1,чистовая,прямая,жилой дом,на улице,55.747616,49.196605,,2.5 м,,,,первая линия,,,,,,
"Свободного назначения, 44.2 м²",75000,"Набережночелнинский пр-т, 7Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_44.2_m_4477738886?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,11 ноября 2024,с улицы,44.2 м²,1,без отделки,прямая,жилой дом,"на улице, подходит для грузового транспорта",55.70343018,52.33367538,есть,3 м,220 кВт,,,,,,,,есть,
Помещение свободного назначения 132 м2,180000,"ул. Фрунзе, 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_132_m2_4440650149?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,11 ноября 2024,с улицы,132 м²,1,чистовая,прямая,жилой дом,нет,55.82351,49.04788,есть,3 м,30 кВт,,,,,,,,,
Склад,37500,"территория Бимери, 4Высокая Гора",https://www.avito.ru/vysokaya_gora/kommercheskaya_nedvizhimost/sklad_4231837178?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,10 ноября 2024,со двора,150 м²,1,без отделки,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.98897171,49.35190582,есть,4.5 м,,,12 мес.,,,,,5,есть,
"Свободного назначения, 104.4 м²",160000,"ул. Чингиза Айтматова, 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_104.4_m_4494156119?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,10 ноября 2024,с улицы,104.4 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.76563367918116,49.23726385186764,есть,3.7 м,"8 кВт, можно увеличить",,,,,,,,есть,
Помещение для вашего бизнеса,65000,"ул. Сибирский Тракт, 16Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_dlya_vashego_biznesa_4409019248?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,9 ноября 2024,с улицы,52 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.81002,49.182654,есть,2.8 м,,,11 мес.,,,,,5,,
"Торговая площадь у ""Чижика "" на первой лини",34125,"Беломорская ул., 33Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_u_chizhika_na_pervoy_lini_4515927368?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,8 ноября 2024,с улицы,13 м²,1,офисная,прямая,торговый центр,"на улице, бесплатная",55.865116,49.074793,есть,,,,11 мес.,,,,,,есть,
Помещение свободного назначения 70м,70000,"ул. Красного Химика, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_70m_4408559083?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,7 ноября 2024,с улицы,70 м²,1,чистовая,прямая,административное здание,на улице,55.801946,49.064094,,3 м,,,,,,,,,,
"Свободного назначения, 130 м²",750,"Мостовая ул., 5ГАрск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_130_m_4310359516?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,7 ноября 2024,с улицы,130 м²,1,без отделки,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",56.07893152628496,49.879303477765504,есть,3.3 м,40 кВт,,12 мес.,,,,,100,есть,
"Торговая площадь, 25.65 м²",30780,"Школьная ул., 4пгт. Васильево",https://www.avito.ru/vasilevo/kommercheskaya_nedvizhimost/torgovaya_ploschad_25.65_m_4375232559?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,6 ноября 2024,с улицы,25.65 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.83003736538856,48.67799492007328,есть,3.2 м,"5 кВт, можно увеличить",,1 мес.,,,,,10,есть,эксплуатационные
"Свободного назначения, 40 м²",50000,"ул. Карла Маркса, 34ДЗеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_40_m_4409364329?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,6 ноября 2024,с улицы,40 м²,1,офисная,прямая,другой,"на улице, бесплатная",55.850565,48.501318,есть,3 м,,,,первая линия,возможна,,,,,
Торговая площадь 24 кв,50000,"ул. Алафузова, 18Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_24_kv_4493625374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,5 ноября 2024,с улицы,72 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.81241226,49.07183075,есть,3 м,,,12 мес.,,возможна,,,10,есть,
"Склады на гвардейской 53 остановка "" сады""",60000,"Гвардейская ул., 53Бк1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklady_na_gvardeyskoy_53_ostanovka_sady_4494474881?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,4 ноября 2024,с улицы,100 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.77206802,49.1782074,есть,4 м,,,12 мес.,,,,,,есть,
"Свободного назначения, 50.4 м²",795,"ул. Гастелло, 15Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_50.4_m_4898275757?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,3 ноября 2024,с улицы,50.4 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.85486221,48.51904297,есть,3.3 м,15 кВт,,11 мес.,,,,,,есть,
Торговая площадь,2000,"ул. Бурхана Шахиди, 26к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_4369122624?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,2 ноября 2024,с улицы,128 м²,1,чистовая,прямая,другой,на улице,55.78616714,49.10560608,,,,,11 мес.,,возможна,,,,есть,
"Свободного назначения, 81 м²",64800,"пр-т Строителей, 10ААльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_81_m_4531033097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,1 ноября 2024,с улицы,81 м²,1,чистовая,прямая,торговый центр,на улице,54.904059,52.270532,,,,центральное,11 мес.,первая линия,возможна,,,,,
"Свободного назначения, 95 м²",2000,"Вахитовский район, Профсоюзная ул., 46Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_95_m_4213201275?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,1 ноября 2024,с улицы,95 м²,1,офисная,прямая,бизнес-центр,на улице,55.788748,49.121182,есть,2.7 м,"35 кВт, можно увеличить",автономное,11 мес.,,,,,10,есть,
"Свободного назначения, 57 м²",57000,"ул. Копылова, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_57_m_4531372201?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,1 ноября 2024,с улицы,57 м²,1,чистовая,прямая,торговый центр,на улице,55.84777,49.08313,,,,,11 мес.,первая линия,,,,,,
"Свободного назначения, 100 м²",1000,"12-й комплекс, 22АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_100_m_4716424315?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,31 октября 2024,с улицы,100 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.74522,52.37577,есть,2.7 м,15 кВт,центральное,11 мес.,вторая линия и дальше,,,,10,есть,
Свободного назначения 45-65 кв метров,55000,"б-р имени Хусаина Ямашева, 13Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_45-65_kv_metrov_4343072508?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,30 октября 2024,с улицы,45 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.68781778188168,52.29596886252584,,2.2 м,,,,,,,,10,есть,эксплуатационные
"Свободного назначения, 150 м²",1500,"Чистопольская ул., 71АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_150_m_4866254037?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,30 октября 2024,со двора,150 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.820051,49.144817,есть,3.2 м,10 кВт,,11 мес.,,,,,2,есть,
"Торговая площадь, 50.4 м²",40320,"ул. Куйбышева, 32Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_50.4_m_4453406613?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,30 октября 2024,с улицы,50.4 м²,1,офисная,прямая,жилой дом,на улице,54.60152745558691,52.45208724542944,есть,,,центральное,,первая линия,,,,,,
"Свободного назначения, 7 м²",10500,"Советский район, посёлок Дербышки, ул. Мира, 45Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7_m_4408907108?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,30 октября 2024,с улицы,7 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.860979,49.218443,есть,3.5 м,,,,,,,,,есть,
"Свободного назначения, 120 м²",240000,"ул. Александра Курынова, 5к2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_120_m_4299352161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmOWJHRlJRc1BKUE5vZEIyIjt9afBC3D8AAAA,29 октября 2024,с улицы,120 м²,1,без отделки,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.79936,49.240766,есть,4 м,,центральное,11 мес.,первая линия,,,,,есть,
