title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания,city,street,total_price,price_per_meter,is_per_meter_price
"Склад, 144 м²",400,"Транспортный пр., 10с5Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sklad_144_m_4692039230?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,13 января 15:42,со двора,есть,144.0,1.0,4 м,чистовая,380 кВт,,прямая,111 мес.,другой,,"на улице, бесплатная",55.719485,52.425752,есть,,,,,,Набережные Челны,Транспортный пр.,57600.0,400.0,True
"Офис, 40 м²",26000,"ул. Газинура Гафиатуллина, 12Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/ofis_40_m_4580682686?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,13 января 15:05,с улицы,есть,40.0,1.0,2.6 м,офисная,,,прямая,6 мес.,жилой дом,,"на улице, бесплатная",54.54066988976448,52.78127125549116,есть,10.0,,,,,Бугульма,ул. Газинура Гафиатуллина,26000.0,650.0,False
"Свободного назначения, 39 м2",47000,"ул. Чехова, 30Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_39_m2_4605904353?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,13 января 10:19,с улицы,,39.0,1.0,2.7 м,чистовая,,,прямая,6 мес.,жилой дом,,"на улице, бесплатная",54.9066925,52.30476761,есть,,коммунальные,,,,Альметьевск,ул. Чехова,47000.0,1205.128205128205,False
Торговая площадь,57000,"ул. Мусина, 29/2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_4810039789?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,13 января 08:37,с улицы,есть,17.0,1.0,3.5 м,чистовая,15 кВт,,прямая,,торговый центр,,"на улице, бесплатная",55.82579951181821,49.12071222902725,есть,,,,,,Казань,ул. Мусина,57000.0,3352.9411764705883,False
"Помещение 100 м², 1 этаж, 1 линия",200000,"ул. Шуртыгина, 32/22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_100_m_1_etazh_1_liniya_4727701638?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,10 января 10:19,с улицы,есть,100.0,1.0,2.5 м,офисная,,центральное,прямая,11 мес.,жилой дом,первая линия,на улице,55.787715,49.174623,,,,,,,Казань,ул. Шуртыгина,200000.0,2000.0,False
Сдаю отдельностоящее помещение 80м,120000,"ул. Батыршина, 20БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdayu_otdelnostoyaschee_pomeschenie_80m_4360024917?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,8 января 10:51,с улицы,есть,80.0,1.0,2.9 м,офисная,"15 кВт, можно увеличить",,прямая,11 мес.,административное здание,,на улице,55.82240671734113,49.060046022057946,есть,,эксплуатационные,,,,Казань,ул. Батыршина,120000.0,1500.0,False
"Торговая площадь, 64 м²",40000,"ул. Фрунзе, 26Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_64_m_4850168447?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,7 января 11:28,с улицы,есть,64.0,1.0,,чистовая,,центральное,прямая,12 мес.,жилой дом,первая линия,"на улице, бесплатная",55.84498311017408,48.522993123031625,,,,,,,Зеленодольск,ул. Фрунзе,40000.0,625.0,False
"Свободного назначения, 50-680м²",990,"посёлок ЗЯБ, ул. Комарова, 28Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_50-680m_4502639743?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,6 января 07:34,с улицы,есть,50.0,1.0,3.2 м,чистовая,"50 кВт, можно увеличить",,прямая,,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.697625,52.344562,есть,30.0,эксплуатационные,возможна,,,Набережные Челны,"посёлок ЗЯБ, ул. Комарова",49500.0,990.0,True
Торговая площадь,80000,"Казанская ул., 13Бс. Пестрецы",https://www.avito.ru/pestretsy/kommercheskaya_nedvizhimost/torgovaya_ploschad_4340657653?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,28 декабря 2024,с улицы,,128.0,1.0,3.4 м,чистовая,"40 кВт, можно увеличить",,прямая,11 мес.,торговый центр,,на улице,55.7635231,49.64825821,есть,,,,,,Пестрецы,"Казанская ул., 13Бс.",80000.0,625.0,False
"Торговая площадь, магазин, павильон, 18.2 м²",40000,"пр-т Победы, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_magazin_pavilon_18.2_m_4519437739?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,26 декабря 2024,с улицы,,18.2,1.0,,офисная,,центральное,прямая,11 мес.,торговый центр,первая линия,"в здании, бесплатная",55.748878,49.207654,,,,,,,Казань,пр-т Победы,40000.0,2197.802197802198,False
"Свободного назначения, 138.7 м²",180310,"Волочаевская ул., 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_138.7_m_4470813296?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,25 декабря 2024,со двора,,138.7,1.0,2.7 м,чистовая,20 кВт,центральное,прямая,11 мес.,жилой дом,вторая линия и дальше,на улице,55.788991,49.172638,,,,,,,Казань,Волочаевская ул.,180310.0,1300.0,False
"Торговая площадь, 33 м²",20000,"ул. Губкина, 20пгт. Актюбинский",https://www.avito.ru/aktyubinskiy/kommercheskaya_nedvizhimost/torgovaya_ploschad_33_m_4471058001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,24 декабря 2024,с улицы,есть,33.0,1.0,3 м,офисная,"30 кВт, можно увеличить",,прямая,12 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",54.81220213947035,52.80335300661545,есть,10.0,"коммунальные, эксплуатационные",возможна,,,Актюбинский,"ул. Губкина, 20пгт.",20000.0,606.060606060606,False
"Помещение под салон красоты, маникюр, офис, пвз 61",91800,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_pod_salon_krasoty_manikyur_ofis_pvz_61_4497479644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,24 декабря 2024,с улицы,,40.0,1.0,2.8 м,офисная,"16 кВт, можно увеличить",,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.748772,49.182124,есть,,,,,,Казань,ул. Профессора Камая,91800.0,2295.0,False
"Сдам торговое помещение, 150 м²",150000,"Техническая ул., 41АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_torgovoe_pomeschenie_150_m_4327591099?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,20 декабря 2024,с улицы,,150.0,1.0,3 м,чистовая,,,прямая,,административное здание,,на улице,55.758615,49.128656,,,,,,,Казань,Техническая ул.,150000.0,1000.0,False
"Торговая площадь, хороший трафик, 21 кв.м",90000,"ул. Максимова, 2АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_horoshiy_trafik_21_kv.m_4537381640?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,20 декабря 2024,с улицы,есть,21.0,1.0,3 м,чистовая,15 кВт,,прямая,,торговый центр,,на улице,55.859979,49.100844,,,,,,,Казань,ул. Максимова,90000.0,4285.714285714285,False
"Торговая площадь, 107 кв. м",107000,"ул. Гаврилова, 56к2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_107_kv._m_4536974919?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,20 декабря 2024,с улицы,есть,107.0,1.0,3 м,чистовая,15 кВт,,прямая,,жилой дом,,на улице,55.84117,49.158121,,,,,,,Казань,ул. Гаврилова,107000.0,1000.0,False
"Помещение на трафике, 114 м²",100000,"ул. Галии Кайбицкой, 15Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_na_trafike_114_m_4536810349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,17 декабря 2024,с улицы,,114.0,1.0,3 м,чистовая,30 кВт,,прямая,,административное здание,,на улице,55.780674,49.234271,,,,,,,Казань,ул. Галии Кайбицкой,100000.0,877.1929824561404,False
"Торговая площадь на трафике, 70 кв.м",77770,"Краснококшайская ул., 119Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_na_trafike_70_kv.m_4537141809?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,17 декабря 2024,с улицы,,70.0,1.0,3.4 м,чистовая,8 кВт,,прямая,,жилой дом,,на улице,55.815929,49.06555,,,,,,,Казань,Краснококшайская ул.,77770.0,1111.0,False
"Свободного назначения, 115.6 м²",150280,"пр-т Мусы Джалиля, 45Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_115.6_m_4464971446?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,16 декабря 2024,с улицы,есть,115.6,1.0,,офисная,,,прямая,12 мес.,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.693064,52.308405,есть,,,возможна,,,Набережные Челны,пр-т Мусы Джалиля,150280.0,1300.0,False
Торговая площадь 100м,95000,"Актайская ул., 17Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_100m_4328038846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,16 декабря 2024,с улицы,есть,100.0,1.0,3.5 м,офисная,15 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.74365234,49.1395607,есть,,эксплуатационные,,,,Казань,Актайская ул.,95000.0,950.0,False
"Большой пешеходный трафик, 74м центр города",250000,"Вахитовский район, ул. Татарстан, 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/bolshoy_peshehodnyy_trafik_74m_tsentr_goroda_4327614205?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,16 декабря 2024,с улицы,есть,74.0,1.0,3.5 м,офисная,13 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.7807741823177,49.11431913749137,есть,15.0,эксплуатационные,,,,Казань,"Вахитовский район, ул. Татарстан",250000.0,3378.3783783783783,False
Свободного назначения,11000,"ул. Ленина, 27Бавлы",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4527360666?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,13 декабря 2024,с улицы,есть,18.0,1.0,2.5 м,офисная,,,прямая,6 мес.,административное здание,,"на улице, бесплатная",54.40599970836944,53.22988789578369,есть,,коммунальные,,,,Бавлы,ул. Ленина,11000.0,611.1111111111111,False
"Торговый павильон ост.Глушко, 65 м²",100000,"пр-т Победы, 172БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovyy_pavilon_ost.glushko_65_m_4666948025?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,13 декабря 2024,с улицы,есть,65.0,1.0,2.8 м,без отделки,"15 кВт, можно увеличить",,прямая,6 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.78872299,49.22117233,есть,15.0,,,,,Казань,пр-т Победы,100000.0,1538.4615384615386,False
Помещение с ремонтом 113 м,125000,"ул. Генерала Махмута Гареева, 7АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_s_remontom_113_m_4542282057?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,12 декабря 2024,с улицы,,113.0,1.0,,чистовая,20 кВт,,прямая,,жилой дом,,на улице,55.85832596,48.90763474,есть,,,,,,Казань,ул. Генерала Махмута Гареева,125000.0,1106.1946902654868,False
"Помещение свободного назначения в ЖК Достояние, 23,5 м2",94000,"Дорожная ул., 35с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_v_zhk_dostoyanie_235_m2_4505080741?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,12 декабря 2024,с улицы,,23.5,1.0,4 м,чистовая,20 кВт,,прямая,,другой,,на улице,55.875188,48.86748,есть,,,,,,Осиново,"Дорожная ул., 35с.",94000.0,4000.0,False
Сдается помещение 86 м2; Егорова д.3,129000,"ул. Егорова, 3с. Высокая Гора",https://www.avito.ru/vysokaya_gora/kommercheskaya_nedvizhimost/sdaetsya_pomeschenie_86_m2_egorova_d.3_4505448947?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,11 декабря 2024,с улицы,,86.0,1.0,3.5 м,без отделки,7 кВт,,прямая,,жилой дом,,на улице,55.899512,49.327903,есть,,,,,,Высокая Гора,"ул. Егорова, 3с.",129000.0,1500.0,False
"Склад, 110 м²",82500,"ул. Адоратского, 63Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_110_m_4634815047?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,11 декабря 2024,со двора,есть,110.0,1.0,6 м,чистовая,30 кВт,автономное,прямая,11 мес.,административное здание,,на улице,55.84433519632659,49.14609507167716,есть,5.0,,,,,Казань,ул. Адоратского,82500.0,750.0,False
"Массажный кабинет, офис, юр адрес 18 м²",27000,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/massazhnyy_kabinet_ofis_yur_adres_18_m_4465302580?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,9 декабря 2024,со двора,есть,15.0,1.0,3 м,офисная,17 кВт,,прямая,2 мес.,жилой дом,,"на улице, бесплатная",55.748772,49.182124,есть,,,,,,Казань,ул. Профессора Камая,27000.0,1800.0,False
"Аренда помещения свободного назначения, 129 м²",500,"Мензелинский тракт, 52Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/arenda_pomescheniya_svobodnogo_naznacheniya_129_m_4486586848?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4eGZWZmdvWUJvUFdCTW1sIjt9jQZcRz8AAAA,7 декабря 2024,с улицы,есть,129.0,1.0,,чистовая,,автономное,прямая,,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.695119,52.415987,,,,,,,Набережные Челны,Мензелинский тракт,64500.0,500.0,True
