title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест,city,street,total_price,price_per_meter,is_per_meter_price
Продается производственно-складское помещение,39000000,"Южно-Промышленная ул., 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_proizvodstvenno-skladskoe_pomeschenie_4505219701?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,со двора,796.5,1.0,чистовая,продажа,,другой,на улице,55.725128,49.120086,4.8 м,30 кВт,,,B,,,,,Казань,Южно-Промышленная ул.,39000000.0,48964.21845574388,False
Продается производственно-складское помещение на пандусе,49900000,"Южно-Промышленная ул., 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_proizvodstvenno-skladskoe_pomeschenie_na_panduse_4505040001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,со двора,1201.2,1.0,чистовая,продажа,,другой,на улице,55.725128,49.120086,4 м,30 кВт,,,B,,,,,Казань,Южно-Промышленная ул.,49900000.0,41541.79154179154,False
"Продается помещение г.Нижнекамск, ул.Тукая, д.31",20000000,"ул. Тукая, 31Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/prodaetsya_pomeschenie_g.nizhnekamsk_ul.tukaya_d.31_4596398989?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,с улицы,90.0,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.627244,51.806193,3 м,10 кВт,,в эксплуатации,,есть,центральное,первая линия,,Нижнекамск,ул. Тукая,20000000.0,222222.22222222222,False
Продажа габ (Готовый Арендный Бизнес) 58.9 м²,8250000,"ул. Раскольникова, 69АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodazha_gab_gotovyy_arendnyy_biznes_58.9_m_4844393962?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,с улицы,58.9,1.0,чистовая,продажа,помещение сдано,другой,на улице,55.743725,52.374701,2.7 м,20 кВт,,в эксплуатации,,есть,,,,Набережные Челны,ул. Раскольникова,8250000.0,140067.9117147708,False
Офис,3990000,"Корабельная ул., 1Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/ofis_4438869731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,,32.5,1.0,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.61915057866484,51.805095598604254,2.7 м,15 кВт,открытая,в эксплуатации,,,,,10.0,Нижнекамск,Корабельная ул.,3990000.0,122769.23076923077,False
"Продается помещение г.Нижнекамск, ул.Тукая, д.31",50000000,"ул. Тукая, 31Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/prodaetsya_pomeschenie_g.nizhnekamsk_ul.tukaya_d.31_4596481426?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,с улицы,260.4,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.627244,51.806193,3 м,35 кВт,,в эксплуатации,,есть,центральное,первая линия,,Нижнекамск,ул. Тукая,50000000.0,192012.28878648236,False
"ЖК ""Баталловский"", ПСН в рассрочку на 2 года, 114",28710000,"ул. Братьев Батталовых, 20Ак2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zhk_batallovskiy_psn_v_rassrochku_na_2_goda_114_4397465835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,с улицы,114.84,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.72222890991955,49.18368756875609,3.5 м,,,строится,,есть,центральное,первая линия,,Казань,ул. Братьев Батталовых,28710000.0,250000.0,False
Теплый складской комплекс 10400м2 В+ класса в Новониколаевке М7 с воротами на нуле и пандусе,1440000000,"территория Промышленная Площадка Индустриальный Парк М7, 11/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_skladskoy_kompleks_10400m2_v_klassa_v_novonikolaevke_m7_s_vorotami_na_nule_i_panduse_4296287559?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,со двора,10400.0,1.0,чистовая,продажа,,другой,на улице,55.894354,48.967849,,,,,,,,,,Казань,территория Промышленная Площадка Индустриальный Парк М7,1440000000.0,138461.53846153847,False
Теплый склад -производство 2980 м2 В+ класса в Новониколаевке М7 с воротами на нуле и пандусе,400000000,"территория Промышленная Площадка Индустриальный Парк М7, 11/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_sklad_-proizvodstvo_2980_m2_v_klassa_v_novonikolaevke_m7_s_vorotami_na_nule_i_panduse_4295767412?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,со двора,2980.0,1.0,чистовая,продажа,,другой,на улице,55.894354,48.967849,,,,,,,,,,Казань,территория Промышленная Площадка Индустриальный Парк М7,400000000.0,134228.1879194631,False
"Торговая площадь, 33 м²",2200000,"ул. Алеева, 20пос. Сосновый Бор",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_33_m_4382645674?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,5 декабря 2024,с улицы,33.0,1.0,чистовая,продажа,,другой,на улице,55.643409,52.619114,,,,в эксплуатации,,есть,центральное,первая линия,,Сосновый Бор,"ул. Алеева, 20пос.",2200000.0,66666.66666666667,False
"Свободного назначения, 250.7 м²",24000000,"пр-т Строителей, 20Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_250.7_m_4396637698?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,3 декабря 2024,с улицы,250.7,1.0,офисная,продажа,,другой,нет,55.631915,51.814718,6.9 м,,,в эксплуатации,,,центральное,первая линия,,Нижнекамск,пр-т Строителей,24000000.0,95731.95053849222,False
"Свободного назначения, 145 м²",17500000,"пр-т Строителей, 48Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_145_m_4962419767?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,3 декабря 2024,с улицы,145.0,1.0,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.638038,51.80233,,,,в эксплуатации,,есть,центральное,первая линия,,Нижнекамск,пр-т Строителей,17500000.0,120689.6551724138,False
"Производство, 2530 м²",150000000,Лесная ул.пос. железнодорожного разъезда Киндери,https://www.avito.ru/vysokaya_gora/kommercheskaya_nedvizhimost/proizvodstvo_2530_m_4602758520?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,29 ноября 2024,с улицы,2530.0,1.0,без отделки,продажа,,другой,на улице,55.913767,49.274255,,250 кВт,,в эксплуатации,,есть,,,,Киндери,Лесная ул.пос. железнодорожного разъезда,150000000.0,59288.53754940711,False
Продажа/ Аренда,9350000,"ул. 30 лет Победы, 21Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/prodazha_arenda_4351299257?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,29 ноября 2024,с улицы,85.0,1.0,чистовая,продажа,,торговый центр,на улице,55.63169215338828,51.78967536222845,4 м,40 кВт,,строится,,есть,центральное,первая линия,45.0,Нижнекамск,ул. 30 лет Победы,9350000.0,110000.0,False
Торговая площадь,21500000,"ул. Менделеева, 33АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_4563978258?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,27 ноября 2024,с улицы,114.1,1.0,чистовая,продажа,помещение сдано,торговый центр,на улице,55.65517807,51.82551575,3.5 м,,,в эксплуатации,,есть,центральное,первая линия,,Нижнекамск,ул. Менделеева,21500000.0,188431.20070113937,False
"Продам складское помещение, 59 м²",3490000,"территория ГСК Родник, 25/0Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_skladskoe_pomeschenie_59_m_4563878972?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,26 ноября 2024,с улицы,59.0,1.0,без отделки,продажа,,другой,нет,55.857493,49.244773,,,,,,,,,,Казань,территория ГСК Родник,3490000.0,59152.542372881355,False
"Свободного назначения, 238.38 м²",25500000,"ул. Тихая аллея, 5Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_238.38_m_4509828967?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,25 ноября 2024,с улицы,238.38,1.0,без отделки,продажа,,торговый центр,на улице,55.633495,51.81761,3.8 м,40 кВт,,в эксплуатации,,,автономное,,,Нижнекамск,ул. Тихая аллея,25500000.0,106972.0614145482,False
Свободного назначения,5590000,"ул. Аметьевская Магистраль, 16к2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4595296323?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,24 ноября 2024,с улицы,23.0,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.76802444,49.17382431,4 м,,,в эксплуатации,,есть,центральное,,,Казань,ул. Аметьевская Магистраль,5590000.0,243043.47826086957,False
"Свободного назначения, 51 м²",6900000,"ул. Адоратского, 60АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_51_m_4473163981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,24 ноября 2024,с улицы,51.0,1.0,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная, подходит для грузового транспорта",55.84214,49.15195,4.2 м,"30 кВт, можно увеличить",,в эксплуатации,,есть,автономное,вторая линия и дальше,,Казань,ул. Адоратского,6900000.0,135294.11764705883,False
"Помещение свободного назначения общей площадью 2760,9 м2",150000000,"Сармановский тракт, 60Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_obschey_ploschadyu_27609_m2_4443751304?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,22 ноября 2024,с улицы,2668.0,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.699117,52.333342,,,,,,есть,центральное,первая линия,,Набережные Челны,Сармановский тракт,150000000.0,56221.88905547227,False
"Здание, 34 м²",3200000,"ул. Ленина, 116АКукмор",https://www.avito.ru/kukmor/kommercheskaya_nedvizhimost/zdanie_34_m_4613642905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,20 ноября 2024,с улицы,34.0,,офисная,продажа,помещение сдано,другой,"на улице, бесплатная",56.18171,50.920786,2.5 м,,,в эксплуатации,,есть,автономное,,1.0,Кукмор,ул. Ленина,3200000.0,94117.64705882352,False
"Офис, 473 м²",23500000,"пр-т Мусы Джалиля, 56БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/ofis_473_m_4360907808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,19 ноября 2024,,473.0,1.0,офисная,продажа,,административное здание,"на улице, бесплатная",55.686645,52.304551,4 м,,кабинетная,в эксплуатации,,,,,30.0,Набережные Челны,пр-т Мусы Джалиля,23500000.0,49682.87526427061,False
Свободного назначения,4500000,"ул. Ленина, 62Кукмор",https://www.avito.ru/kukmor/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4413188483?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,16 ноября 2024,с улицы,40.1,1.0,офисная,продажа,помещение сдано,другой,"на улице, бесплатная",56.18235993630292,50.90934274677155,3 м,"220 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,,Кукмор,ул. Ленина,4500000.0,112219.45137157106,False
"Производство, 539 м²",9000000,"ул. Первопроходцев, 29БНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/proizvodstvo_539_m_4440572389?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3enZ3dldCdDc4eW9qRFdYIjt9TbgjnD8AAAA,16 ноября 2024,с улицы,539.0,1.0,без отделки,продажа,,другой,"на улице, подходит для грузового транспорта",55.60359248826009,51.8097237054228,4 м,,,в эксплуатации,,есть,нет,,,Нижнекамск,ул. Первопроходцев,9000000.0,16697.588126159553,False
Производственный комплекс 3500 м²,350000000,"Промышленная ул., 15Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_3500_m_4412791428?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3enZ3dldCdDc4eW9qRFdYIjt9TbgjnD8AAAA,15 ноября 2024,с улицы,3500.0,1.0,чистовая,продажа,,другой,"на улице, бесплатная",55.687842,52.436595,9 м,500 кВт,,в эксплуатации,,,центральное,,,Набережные Челны,Промышленная ул.,350000000.0,100000.0,False
